NO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_TEC_TOTAL,QT_DOC_TOTAL,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,IN_ACESSO_PORTAL_CAPES,IN_REPOSITORIO_INSTITUCIONAL,IN_SERVICO_INTERNET,idade,genero,cor_raca,estado,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,linguagem_principal,mysql,sql_server,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker,looker_studio,excel_planilhas,ia_prioridade,ia_uso_independente,ia_uso_centralizado,ia_copilots,ia_produtos_externos,ia_produtos_internos,ia_principal_negocio,ia_nao_prioridade,ia_nao_sabe,ia_nao_usa,ia_gratuita,ia_paga_pessoal,ia_paga_empresa,ia_usa_copilot,tamanho_empresa_cat,satisfacao_binaria,salario_medio,exp_dados_num,exp_ti_num,nivel_ia,Contextualizacao
Faculdade ANASPS,DF,5,15,17,4,10,0,15380,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade NETCOM,MA,4,5,7,1,6,20,980,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educacao e Tecnologia do Para,PA,5,24,16,1,7,4657,12161,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
AFYA Faculdade de Ciências Médicas de Palmas,TO,4,190,83,39,24,12417,13562,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Mário Quintana,RS,4,10,27,5,18,12,15000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Cultura Inglesa,SP,5,117,6,3,3,124,465,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Medicina de Olinda,PE,4,148,65,24,30,2186,4237,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Internacional de São Luís,MA,4,15,22,2,14,235,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA AMAZÔNIA,PA,4,52,104,7,50,89,2000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE CATÓLICA DE FEIRA DE SANTANA,BA,5,4,31,7,19,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,SP,5,54,17,4,11,286,21516,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação Superior de Paragominas,PA,4,16,26,0,9,22,122,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade CERS,PE,5,74,4,0,3,50,200,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE TRÊS MARIAS,PB,4,11,83,17,40,2719,2800,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Ciências de Goiana,PE,5,8,7,0,1,69,16609,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade do Norte de Mato Grosso,MT,4,12,30,8,9,182,16000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário - Católica de Santa Catarina em Joinville,SC,5,65,123,29,71,31271,20817,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Brasileira de Tributação,RS,4,11,14,5,6,25,156453,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Cesmac do Sertão,AL,5,10,37,9,19,149,15814,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Cesmac do Agreste,AL,5,11,34,7,21,149,15814,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade  SENAC Criciúma,SC,5,37,52,2,16,7150,15200,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Teológica Betânia,PR,5,7,14,4,5,26,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Uriel de Almeida Leitão,MG,4,44,29,12,15,71,13376,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE GIANNA BERETTA,MA,4,14,12,2,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Alis de Itabirito,MG,5,10,46,13,24,8000,12000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação Memorial Adelaide Franco,MA,4,37,50,4,10,578,1254,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação em Ciências da Saúde,SP,5,22,32,9,11,0,10256,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE 05 DE JULHO,CE,5,32,81,24,45,23,13838,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Menino Deus,RS,4,4,11,2,7,0,521,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Tecnologia CNA,DF,5,22,20,7,9,19,2708,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ARI DE SÁ,CE,4,51,56,16,34,10,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE AFONSO MAFRENSE,PI,4,2,16,1,3,25,11500,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE CESUMAR DE PONTA GROSSA,PR,4,95,130,49,57,6103,20984,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,BA,4,77,29,2,23,0,8000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Católica Cavanis do Sudoeste do Pará,PA,5,6,27,0,5,186,11730,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE Profissional,PR,4,8,7,1,3,25,50,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Metropolitana do Marajó,PA,4,12,22,4,6,4000,11000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,BA,4,77,88,19,55,0,8000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE VIDAL,CE,4,5,59,5,36,26,18388,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdades FAMEP Unidade Lago da Pedra - MA,MA,4,5,10,2,1,245,162,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Santo André,RO,5,4,9,1,7,5000,5000,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE LOGOS,GO,4,6,15,5,10,144,15324,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA COESP,PB,4,13,6,0,2,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
"FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ",PI,4,55,55,22,24,22543,13562,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade ISAE BRASIL,PR,5,59,30,5,10,0,213145,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Botucatu,SP,4,17,37,15,7,4,10000,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE PROF. WLADEMIR DOS SANTOS,SP,4,5,11,1,8,21,30000,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação Paulistana,SP,5,42,14,7,3,100,800,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade do Maciço do Baturité,CE,4,43,107,9,45,264,16547,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade CESUMAR de Londrina,PR,4,66,57,13,38,6103,20984,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE LIFE,GO,5,13,2,0,1,100,10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Galileu,SP,4,14,85,29,28,563,14256,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ANHANGUERA UNIDADE PARAGOMINAS,PA,4,8,34,33,1,32908,263916,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ANHANGUERA UNIDADE PARAUAPEBAS,PA,4,33,59,37,4,32908,263916,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação de São Mateus,MA,4,2,6,0,1,20,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE FADAM,CE,4,8,16,0,3,175,14163,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,SP,5,7,23,0,6,3,15357,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,SP,5,4,10,1,3,0,15328,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,PE,4,13,54,2,21,27,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SESI-SP DE EDUCAÇÃO,SP,5,12,33,13,14,564,15915,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Cesgranrio,RJ,5,20,84,35,36,181,16326,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdades FAMEP Unidade Euclides da Cunha - BA,BA,4,6,24,1,10,145,145,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade SENAI da Paraíba,PB,5,9,13,2,9,45,15324,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Ciências da Saúde de Serra Talhada,PE,7,37,29,2,13,574,578,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SENAC CONCÓRDIA,SC,5,15,20,2,6,7150,15200,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade UniBRAS Catalão,GO,4,4,25,10,15,2500,25000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE DRACENA,SP,4,5,7,1,3,22203,13336,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário Unifecaf,SP,4,164,209,28,80,187,16371,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade de Educação Superior de Tangará da Serra,MT,4,12,31,1,11,30,2900,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Católica de Belém,PA,5,42,44,10,19,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ESPÍRITO SANTO,BA,5,8,26,5,6,3000,3000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
