idade,genero,cor_raca,SG_UF_IES,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker_studio,excel_planilhas
29,Masculino,Preta,SP,Não tenho graduação formal,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 1 a 5,,,Acima de R$ 40.001/mês,Mais de 10 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
33,Masculino,Branca,RJ,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Masculino,Branca,MG,Pós-graduação,Empregado (CLT),Finanças ou Bancos,de 101 a 500,Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
53,Feminino,Branca,MG,Pós-graduação,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 6 a 10,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,Masculino,Parda,MA,Estudante de Graduação,Somente Estudante (graduação),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Feminino,Parda,BA,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,,,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
33,Feminino,Branca,RJ,Doutorado ou Phd,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
31,Feminino,Branca,RS,Mestrado,Empregado (CLT),Educação,de 1.001 a 3.000,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
36,Masculino,Branca,GO,Mestrado,Empreendedor ou Empregado (CNPJ),Marketing,de 51 a 100,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
32,Masculino,Amarela,SP,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
43,Masculino,Branca,RJ,Pós-graduação,Servidor Público,Setor Público,de 1.001 a 3.000,,,de R$ 20.001/mês a R$ 25.000/mês,Menos de 1 ano,de 3 a 4 anos,0.0,O clima de trabalho/ambiente não é bom,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
24,Masculino,Branca,PE,Graduação/Bacharelado,Empregado (CLT),Área da Saúde,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Masculino,Branca,SP,Graduação/Bacharelado,Empregado (CLT),Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
32,Masculino,Branca,MG,Mestrado,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 1.001 a 3.000,,,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom, Falta de oportunidade de crescimento no emprego atual",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
36,Masculino,Parda,SP,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
28,Masculino,Parda,BA,Pós-graduação,Empregado (CLT),Varejo,de 51 a 100,,,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
35,Masculino,Preta,MG,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 1 a 2 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
37,Feminino,Branca,DF,Pós-graduação,Estagiário,Setor Público,Acima de 3.000,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
42,Feminino,Branca,SP,Mestrado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Masculino,Branca,SC,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Área de Consultoria,de 101 a 500,,,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
36,Masculino,Branca,RJ,Pós-graduação,Servidor Público,Setor Público,Acima de 3.000,Outra Opção,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 3 a 4 anos,0.0,Gostaria de trabalhar em em outra área de atuação,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,Masculino,Parda,RJ,Graduação/Bacharelado,Empregado (CLT),Seguros ou Previdência,de 1.001 a 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Mais de 10 anos,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
23,Masculino,Parda,SP,Estudante de Graduação,Empregado (CLT),Outra Opção,de 1.001 a 3.000,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,condições de trabalho,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35,Feminino,Branca,SP,Graduação/Bacharelado,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Masculino,Branca,PR,Graduação/Bacharelado,Empregado (CLT),Agronegócios,de 1.001 a 3.000,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,Masculino,Branca,PR,Graduação/Bacharelado,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Mais de 10 anos,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,Feminino,Branca,RJ,Mestrado,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
35,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom",Modelo 100% presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Mais de 10 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,Feminino,Branca,RJ,Graduação/Bacharelado,Empregado (CLT),Outra Opção,de 501 a 1.000,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,Desestruturação de da área de dados pós layoff,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,Masculino,Preta,RJ,Pós-graduação,Empregado (CLT),Outra Opção,de 101 a 500,Analista de Suporte/Analista Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,de 7 a 10 anos,1.0,,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Masculino,Branca,SP,Estudante de Graduação,Estagiário,Outra Opção,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Masculino,Parda,MG,Pós-graduação,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
43,Masculino,Parda,GO,Pós-graduação,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Mais de 10 anos,1.0,,Modelo 100% presencial,Modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
26,Masculino,Branca,RJ,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Educação,de 51 a 100,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
27,Masculino,Amarela,SP,Pós-graduação,Empregado (CLT),Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35,Masculino,Parda,BA,Pós-graduação,Freelancer,Tecnologia/Fábrica de Software,de 1 a 5,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,de 3 a 4 anos,0.0,Salário atual não corresponde ao mercado,Modelo 100% presencial,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",,,,,,,,,,,,,,,,,,
29,Masculino,Branca,RJ,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 101 a 500,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,Masculino,Branca,RS,Mestrado,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,,,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
26,Masculino,Branca,PR,Estudante de Graduação,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Masculino,Branca,PA,Pós-graduação,Servidor Público,Setor Público,de 501 a 1.000,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Não tenho uma boa relação com meu líder/gestor",Modelo 100% presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Feminino,Branca,PR,Graduação/Bacharelado,Empregado (CLT),Varejo,de 101 a 500,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,Masculino,Branca,SP,Mestrado,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,Feminino,Branca,DF,Mestrado,Empregado (CLT),Área da Saúde,Acima de 3.000,Estatístico,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,Feminino,Branca,SP,Estudante de Graduação,Empregado (CLT),Outra Opção,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,Feminino,Parda,SC,Pós-graduação,Empregado (CLT),Indústria,de 501 a 1.000,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,Masculino,Parda,SP,Pós-graduação,Empregado (CLT),Área da Saúde,de 51 a 100,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
31,Feminino,Amarela,SP,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Setor de Energia,de 101 a 500,,,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,de 1 a 2 anos,0.0,"Gostaria de receber mais benefícios, Não tenho uma boa relação com meu líder/gestor",Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,,,,,,,,,,,,,,,,,,
28,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Internet/Ecommerce,de 501 a 1.000,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Menos de 1 ano,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
50,Masculino,Parda,RJ,Pós-graduação,Somente Estudante (graduação),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Masculino,Parda,PB,Pós-graduação,Servidor Público,Setor Público,Acima de 3.000,Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",Modelo 100% presencial,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,Masculino,Parda,SP,Estudante de Graduação,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
37,Masculino,Branca,SP,Pós-graduação,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,Salário atual não corresponde ao mercado,Modelo 100% remoto,Modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,Feminino,Branca,RJ,Graduação/Bacharelado,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,1.0,,Modelo 100% remoto,Modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
