Estado,Idade,Genero,Raca_cor,Satisfacao_atual,Fatores_satisfacao,Motivos_insatisfacao,Nivel_experiencia,Tempo_experiencia_dados,Faixa_salarial,Ferramentas_utilizadas,Cargo_atual,Uso_IA_Generativa,Finalidade_IA_Generativa,Barreiras_IA_Generativa,Tamanho_empresa,Setor_empresa,Equipe_dados,Prioridade_IA
SP,21,Masculino,Branca,0.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Gostaria de trabalhar em em outra área de atuação,Júnior,Não tenho experiência na área de dados,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhuma das linguagens listadas,Outra Opção,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,Não sei opinar.,Não informado,Acima de 3.000,Setor Alimentício,Não informado,Não informado
PE,29,Masculino,Preta,1.0,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Reputação que a empresa tem no mercado",Não informado,Sênior,de 4 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,"Python, SQL",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início., Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Setor Automotivo,Não informado,Não informado
SP,28,Feminino,Branca,1.0,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Sênior,de 3 a 4 anos,de R$ 30.001/mês a R$ 40.000/mês,"SQL, Python, Scala, JavaScript",Analista de Dados/Data Analyst,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Entretenimento ou Esportes,Não informado,Não informado
SP,20,Masculino,Branca,1.0,"Benefícios, Ambiente e clima de trabalho, Remuneração/Salário",Não informado,Júnior,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,SQL,Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes)., Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
RJ,27,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Não informado,Pleno,de 1 a 2 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python, JavaScript",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 501 a 1.000,Tecnologia/Fábrica de Software,Não informado,Não informado
GO,27,Feminino,Branca,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",O clima de trabalho/ambiente não é bom,Pleno,Menos de 1 ano,de R$ 4.001/mês a R$ 6.000/mês,Não utilizo nenhuma das linguagens listadas,Analista de Inteligência de Mercado/Market Intelligence,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Outra Opção,Não informado,Não informado
SP,31,Masculino,Parda,1.0,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Não informado,Sênior,de 7 a 10 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python, JavaScript",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Área da Saúde,Não informado,Não informado
RS,22,Feminino,Branca,1.0,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",Não informado,Júnior,Menos de 1 ano,de R$ 4.001/mês a R$ 6.000/mês,SQL,Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Setor Automotivo,Não informado,Não informado
PE,28,Masculino,Branca,0.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto","Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",Pleno,de 1 a 2 anos,de R$ 2.001/mês a R$ 3.000/mês,SQL,Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1.001 a 3.000,Varejo,Não informado,Não informado
PB,26,Feminino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Não informado,Pleno,de 4 a 6 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,34,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Não informado,Sênior,de 7 a 10 anos,de R$ 20.001/mês a R$ 25.000/mês,"Python, Scala, SQL",Engenheiro de Machine Learning/ML Engineer/AI Engineer,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,30,Masculino,Branca,1.0,"Benefícios, Ambiente e clima de trabalho, Remuneração/Salário",Não informado,Pleno,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Seguros ou Previdência,Não informado,Não informado
RS,31,Masculino,Branca,1.0,Remuneração/Salário,Não informado,Júnior,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,SQL,Analista de Dados/Data Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Marketing,Não informado,Não informado
GO,28,Masculino,Branca,1.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Não informado,Pleno,de 3 a 4 anos,de R$ 3.001/mês a R$ 4.000/mês,"SQL, Python",Analytics Engineer,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 51 a 100,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,27,Masculino,Branca,0.0,"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área","Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",Não informado,de 5 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,Não informado,Não informado,Não informado,Não informado,"Falta de compreensão dos casos de uso., Falta de expertise das equipes técnicas ou falta de recursos internos., Dados da empresa não estão prontos para uso de IA Generativa.",de 1.001 a 3.000,Outra Opção,4 - 10,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
SP,30,Feminino,Amarela,0.0,"Ambiente e clima de trabalho, Remuneração/Salário, Flexibilidade de trabalho remoto","Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",Pleno,de 3 a 4 anos,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Analista de Negócios/Business Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 101 a 500,Área da Saúde,Não informado,Não informado
PE,29,Masculino,Branca,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Sênior,de 4 a 6 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Analista de Negócios/Business Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 1.001 a 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
RS,29,Masculino,Branca,1.0,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Não informado,Sênior,de 7 a 10 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
PE,24,Feminino,Branca,1.0,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Não informado,Pleno,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,"Python, SQL",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,32,Masculino,Branca,1.0,"Benefícios, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Não informado,Júnior,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"Python, SQL",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
MT,24,Feminino,Amarela,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,"SQL, Python",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",Não sei opinar.,Não informado,de 501 a 1.000,Finanças ou Bancos,Não informado,Não informado
SC,42,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Não informado,Júnior,de 1 a 2 anos,de R$ 3.001/mês a R$ 4.000/mês,SQL,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 101 a 500,Área de Consultoria,Não informado,Não informado
SP,43,Feminino,Branca,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Não informado,Sênior,de 4 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 501 a 1.000,Varejo,Não informado,Não informado
SP,37,Masculino,Branca,1.0,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",Não informado,Sênior,de 5 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"Python, Visual Basic/VBA, SQL",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Setor de Energia,Não informado,Não informado
GO,21,Feminino,Prefiro não informar,0.0,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional","Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",Júnior,de 1 a 2 anos,de R$ 2.001/mês a R$ 3.000/mês,"SQL, R, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Setor Imobiliário/ Construção Civil,Não informado,Não informado
RS,40,Masculino,Branca,1.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Ambiente e clima de trabalho",Não informado,Não informado,Mais de 10 anos,de R$ 20.001/mês a R$ 25.000/mês,Não informado,Não informado,Não informado,Não informado,"Retorno sobre investimento (ROI) não comprovado de IA Generativa., Incerteza em relação a regulamentação ou questões regulatórias., Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).",Acima de 3.000,Telecomunicação,Acima de 300 pessoas,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
MG,33,Feminino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Não informado,Sênior,de 3 a 4 anos,de R$ 12.001/mês a R$ 16.000/mês,Python,Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Tecnologia/Fábrica de Software,Não informado,Não informado
DF,39,Feminino,Branca,1.0,"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Remuneração/Salário",Não informado,Sênior,de 5 a 6 anos,de R$ 25.001/mês a R$ 30.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 101 a 500,Outra Opção,Não informado,Não informado
SP,26,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Sênior,de 4 a 6 anos,de R$ 16.001/mês a R$ 20.000/mês,"SQL, Python, Scala",Analytics Engineer,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
DF,27,Feminino,Preta,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área","Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado",Pleno,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,Python,Engenheiro de Machine Learning/ML Engineer/AI Engineer,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 501 a 1.000,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,23,Masculino,Branca,1.0,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Ambiente e clima de trabalho",Não informado,Júnior,Menos de 1 ano,de R$ 3.001/mês a R$ 4.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
SP,31,Feminino,Branca,0.0,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional","Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",Não informado,de 5 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,Não informado,Não informado,Não informado,Não informado,"Dados da empresa não estão prontos para uso de IA Generativa., Falta de expertise das equipes técnicas ou falta de recursos internos., Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.",de 1.001 a 3.000,Área da Saúde,51 - 100,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
CE,43,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Sênior,de 5 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"Python, SQL, Java",Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Setor Público,Não informado,Não informado
SP,31,Masculino,Branca,1.0,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Sênior,de 7 a 10 anos,de R$ 12.001/mês a R$ 16.000/mês,SQL,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
SC,25,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Não informado,Júnior,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
MS,28,Masculino,Parda,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Não informado,Júnior,Menos de 1 ano,de R$ 4.001/mês a R$ 6.000/mês,"Python, SQL",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 501 a 1.000,Educação,Não informado,Não informado
SP,36,Feminino,Branca,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Não informado,de 7 a 10 anos,de R$ 16.001/mês a R$ 20.000/mês,Não informado,Não informado,Não informado,Não informado,Não informado,Acima de 3.000,Finanças ou Bancos,51 - 100,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
RJ,31,Masculino,Branca,0.0,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados","Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",Sênior,de 4 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,Acima de 3.000,Entretenimento ou Esportes,Não informado,Não informado
SP,38,Masculino,Parda,1.0,Oportunidade de aprendizado e trabalhar com referências na área,Não informado,Não informado,de 7 a 10 anos,de R$ 30.001/mês a R$ 40.000/mês,Não informado,Não informado,Não informado,Não informado,Incerteza em relação a regulamentação ou questões regulatórias.,Acima de 3.000,Indústria,21 - 50,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
SP,24,Masculino,Branca,1.0,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Não informado,Sênior,de 1 a 2 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Indústria,Não informado,Não informado
